Entry	Entry name	Status	Protein names	Gene names	Organism	Length	yourlist:M2017100483C3DD8CE55183C76102DC5D3A26728BEC41F24
P0A992	ALF1_ECOL6	reviewed	Fructose-bisphosphate aldolase class 1 (EC 4.1.2.13) (Fructose-bisphosphate aldolase class I) (FBP aldolase)	fbaB c2623	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	350	P71295
P69227	IF1_SHIFL	reviewed	Translation initiation factor IF-1	infA SF0843 S0884	Shigella flexneri	72	P02998
P69226	IF1_SALTY	reviewed	Translation initiation factor IF-1	infA STM0953	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	72	P02998
P69225	IF1_SALTI	reviewed	Translation initiation factor IF-1	infA STY0951 t1980	Salmonella typhi	72	P02998
P69224	IF1_ECO57	reviewed	Translation initiation factor IF-1	infA Z1228 ECs0969	Escherichia coli O157:H7	72	P02998
P69223	IF1_ECOL6	reviewed	Translation initiation factor IF-1	infA c1021	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	72	P02998
P69222	IF1_ECOLI	reviewed	Translation initiation factor IF-1	infA b0884 JW0867	Escherichia coli (strain K12)	72	P02998
P10378	ENTE_ECOLI	reviewed	Enterobactin synthase component E (EC 6.3.2.14) (2,3-dihydroxybenzoate-AMP ligase) (DHB-AMP ligase) (2,3-dihydroxybenzoate-AMP synthase) (EC 2.7.7.58) (Dihydroxybenzoic acid-activating enzyme) (Enterochelin synthase E) (S-dihydroxybenzoyltransferase) (EC 2.5.1.-)	entE b0594 JW0586	Escherichia coli (strain K12)	536	P10378
P0A8M4	SYT_ECOL6	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS c2116	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	642	P00955
P0A8M5	SYT_SHIFL	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS SF1512 S1630	Shigella flexneri	642	P00955
P0A8M3	SYT_ECOLI	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS b1719 JW1709	Escherichia coli (strain K12)	642	P00955
P0AES5	GYRA_SHIFL	reviewed	DNA gyrase subunit A (EC 5.99.1.3)	gyrA SF2311 S2444	Shigella flexneri	875	P09097
P0AES4	GYRA_ECOLI	reviewed	DNA gyrase subunit A (EC 5.99.1.3)	gyrA hisW nalA parD b2231 JW2225	Escherichia coli (strain K12)	875	P09097
P09158	SPEE_ECOLI	reviewed	Polyamine aminopropyltransferase (Cadaverine aminopropyltransferase) (EC 2.5.1.-) (Putrescine aminopropyltransferase) (PAPT) (Spermidine aminopropyltransferase) (EC 2.5.1.79) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16) (Spermine synthase) (EC 2.5.1.22) (Thermospermine synthase)	speE b0121 JW0117	Escherichia coli (strain K12)	288	P09158
P0ACP0	CYTR_SHIFL	reviewed	HTH-type transcriptional repressor CytR	cytR SF4012 S3735	Shigella flexneri	341	P06964
P0ACN8	CYTR_ECOL6	reviewed	HTH-type transcriptional repressor CytR	cytR c4887	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	341	P06964
P0ACN9	CYTR_ECO57	reviewed	HTH-type transcriptional repressor CytR	cytR Z5481 ECs4861	Escherichia coli O157:H7	341	P06964
P0ACN7	CYTR_ECOLI	reviewed	HTH-type transcriptional repressor CytR	cytR b3934 JW3905	Escherichia coli (strain K12)	341	P06964
P24251	CRL_ECOLI	reviewed	Sigma factor-binding protein Crl (Curlin genes transcriptional activatory protein)	crl b0240 JW0230	Escherichia coli (strain K12)	133	P24251
P69909	DCEA_ECOL6	reviewed	Glutamate decarboxylase alpha (GAD-alpha) (EC 4.1.1.15)	gadA gadS c4328	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	466	P80063
P69908	DCEA_ECOLI	reviewed	Glutamate decarboxylase alpha (GAD-alpha) (EC 4.1.1.15)	gadA gadS b3517 JW3485	Escherichia coli (strain K12)	466	P80063
P0ADI8	YECD_ECO57	reviewed	Uncharacterized isochorismatase family protein YecD (EC 3.-.-.-)	yecD Z2920 ECs2577	Escherichia coli O157:H7	188	P37347
P0ADI7	YECD_ECOLI	reviewed	Isochorismatase family protein YecD (EC 3.-.-.-)	yecD b1867 JW5307	Escherichia coli (strain K12)	188	P37347
P0A7B6	PROB_ECOL6	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB c0389	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	367	P07005
P0A7B7	PROB_ECO57	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB Z0303 ECs0269	Escherichia coli O157:H7	367	P07005
P0A7B5	PROB_ECOLI	reviewed	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB b0242 JW0232	Escherichia coli (strain K12)	367	P07005
P0ADS6	YGGE_ECOLI	reviewed	Uncharacterized protein YggE	yggE b2922 JW2889	Escherichia coli (strain K12)	246	P11668
P0ADS7	YGGE_ECO57	reviewed	Uncharacterized protein YggE	yggE Z4259 ECs3793	Escherichia coli O157:H7	246	P11668
P0ADS8	YGGE_SHIFL	reviewed	Uncharacterized protein YggE	yggE SF2907 S3107	Shigella flexneri	246	P11668
P02358	RS6_ECOLI	reviewed	30S ribosomal protein S6 (Small ribosomal subunit protein bS6) [Cleaved into: 30S ribosomal protein S6, fully modified isoform; 30S ribosomal protein S6, non-modified isoform]	rpsF b4200 JW4158	Escherichia coli (strain K12)	135	P02358
P0AB01	ELYC_ECOLI	reviewed	Envelope biogenesis factor ElyC (Elevated frequency of lysis)	elyC ycbC b0920 JW0903	Escherichia coli (strain K12)	259	P36565
P0AB02	ELYC_ECO57	reviewed	Envelope biogenesis factor ElyC	elyC ycbC Z1267 ECs1003	Escherichia coli O157:H7	259	P36565
P0ADV5	YHBW_ECOLI	reviewed	Luciferase-like monooxygenase	yhbW b3160 JW3129	Escherichia coli (strain K12)	335	P45529
P0ADV6	YHBW_ECOL6	reviewed	Luciferase-like monooxygenase	yhbW c3913	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	335	P45529
P69918	CSRA_SHIFL	reviewed	Carbon storage regulator	csrA SF2719 S2910	Shigella flexneri	61	P31803
P69917	CSRA_SALTY	reviewed	Carbon storage regulator	csrA zfiA STM2826	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	61	P31803
P69916	CSRA_SALTI	reviewed	Carbon storage regulator	csrA zfiA STY2947 t2727	Salmonella typhi	61	P31803
P69915	CSRA_ECO57	reviewed	Carbon storage regulator	csrA zfiA Z3998 ECs3553	Escherichia coli O157:H7	61	P31803
P69914	CSRA_ECOL6	reviewed	Carbon storage regulator	csrA zfiA c3249	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	61	P31803
P69913	CSRA_ECOLI	reviewed	Carbon storage regulator	csrA zfiA b2696 JW2666	Escherichia coli (strain K12)	61	P31803
P24178	YFFB_ECOLI	reviewed	Protein YffB	yffB b2471 JW2455	Escherichia coli (strain K12)	118	P24178
P0A6V0	GLGA_ECO57	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA Z4791 ECs4274	Escherichia coli O157:H7	477	P08323
P0A6U8	GLGA_ECOLI	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA b3429 JW3392	Escherichia coli (strain K12)	477	P08323
P0A6U9	GLGA_ECOL6	reviewed	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA c4216	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	477	P08323
P0AES1	GSP_SHIFL	reviewed	Bifunctional glutathionylspermidine synthetase/amidase (GspSA) [Includes: Glutathionylspermidine amidase (Gsp amidase) (EC 3.5.1.78) (Glutathionylspermidine amidohydrolase [spermidine-forming]); Glutathionylspermidine synthetase (Gsp synthetase) (EC 6.3.1.8) (Glutathione:spermidine ligase [ADP-forming]) (Gsp synthase)]	gss gsp SF3035 S3236	Shigella flexneri	619	P43675
P0AES0	GSP_ECOLI	reviewed	Bifunctional glutathionylspermidine synthetase/amidase (GspSA) [Includes: Glutathionylspermidine amidase (Gsp amidase) (EC 3.5.1.78) (Glutathionylspermidine amidohydrolase [spermidine-forming]); Glutathionylspermidine synthetase (Gsp synthetase) (EC 6.3.1.8) (Glutathione:spermidine ligase [ADP-forming]) (Gsp synthase)]	gss gsp b2988 JW2956	Escherichia coli (strain K12)	619	P43675
P0AC59	GLRX2_ECOLI	reviewed	Glutaredoxin 2 (Grx2)	grxB b1064 JW1051	Escherichia coli (strain K12)	215	P39811
P0AC60	GLRX2_ECOL6	reviewed	Glutaredoxin 2 (Grx2)	grxB c1331	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	215	P39811
P0AC61	GLRX2_ECO57	reviewed	Glutaredoxin 2 (Grx2)	grxB Z1701 ECs1442	Escherichia coli O157:H7	215	P39811
P0A7V2	RS2_ECO57	reviewed	30S ribosomal protein S2	rpsB Z0180 ECs0171	Escherichia coli O157:H7	241	P02351
P0A7V0	RS2_ECOLI	reviewed	30S ribosomal protein S2 (Small ribosomal subunit protein uS2)	rpsB b0169 JW0164	Escherichia coli (strain K12)	241	P02351
P0A7V1	RS2_ECOL6	reviewed	30S ribosomal protein S2	rpsB c0204	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	241	P02351
P0A6X5	HFQ_ECO57	reviewed	RNA-binding protein Hfq	hfq Z5779 ECs5148	Escherichia coli O157:H7	102	P25521
P0A6X6	HFQ_SHIFL	reviewed	RNA-binding protein Hfq	hfq SF4327 S4595	Shigella flexneri	102	P25521
P0A6X3	HFQ_ECOLI	reviewed	RNA-binding protein Hfq (HF-1) (Host factor-I protein) (HF-I)	hfq b4172 JW4130	Escherichia coli (strain K12)	102	P25521
P0A6X4	HFQ_ECOL6	reviewed	RNA-binding protein Hfq	hfq c5256	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	102	P25521
P25665	METE_ECOLI	reviewed	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE b3829 JW3805	Escherichia coli (strain K12)	753	P25665
P0A8N5	SYK2_ECOLI	reviewed	Lysine--tRNA ligase, heat inducible (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysU b4129 JW4090	Escherichia coli (strain K12)	505	P0A8N5
P33940	MQO_ECOLI	reviewed	Malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	mqo yojH b2210 JW2198	Escherichia coli (strain K12)	548	P33940
P0ADA5	YAJG_ECOLI	reviewed	Uncharacterized lipoprotein YajG	yajG b0434 JW0424	Escherichia coli (strain K12)	192	P36671
P0ADA6	YAJG_ECOL6	reviewed	Uncharacterized lipoprotein YajG	yajG c0546	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	192	P36671
P0A8Y6	YIDA_ECOL6	reviewed	Sugar phosphatase YidA (EC 3.1.3.23)	yidA c4619	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	270	P09997
P0A8Y7	YIDA_SHIFL	reviewed	Sugar phosphatase YidA (EC 3.1.3.23)	yidA SF3767 S4004	Shigella flexneri	270	P09997
P0A8Y5	YIDA_ECOLI	reviewed	Sugar phosphatase YidA (EC 3.1.3.23)	yidA b3697 JW3674	Escherichia coli (strain K12)	270	P09997
P0AD25	YEJL_ECOL6	reviewed	UPF0352 protein YejL	yejL c2725	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	75	P33921
P0AD26	YEJL_ECO57	reviewed	UPF0352 protein YejL	yejL Z3446 ECs3079	Escherichia coli O157:H7	75	P33921
P0AD24	YEJL_ECOLI	reviewed	UPF0352 protein YejL	yejL b2187 JW2175	Escherichia coli (strain K12)	75	P33921
P04816	LIVK_ECOLI	reviewed	Leucine-specific-binding protein (L-BP) (LS-BP)	livK b3458 JW3423	Escherichia coli (strain K12)	369	P04816
P0AAJ0	FABD_ECOL6	reviewed	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD c1361	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	309	P25715
P0AAI9	FABD_ECOLI	reviewed	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD tfpA b1092 JW1078	Escherichia coli (strain K12)	309	P25715
P0C0R9	RLME_ECOL6	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ c3936	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	209	P28692
P0C0R8	RLME_ECO57	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ Z4541 ECs4058	Escherichia coli O157:H7	209	P28692
P0C0R7	RLME_ECOLI	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (Cell division protein FtsJ) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ mrsF rrmJ b3179 JW3146	Escherichia coli (strain K12)	209	P28692
P0C0S0	RLME_SHIFL	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ SF3219 S3437	Shigella flexneri	209	P28692
P0AB89	PUR8_ECOLI	reviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	purB b1131 JW1117	Escherichia coli (strain K12)	456	P25739
P0AB90	PUR8_ECOL6	reviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	purB c1510	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	456	P25739
P0A6T1	G6PI_ECOLI	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi b4025 JW3985	Escherichia coli (strain K12)	549	P0A6T1
P37095	PEPB_ECOLI	reviewed	Peptidase B (EC 3.4.11.23) (Aminopeptidase B)	pepB yfhI b2523 JW2507	Escherichia coli (strain K12)	427	P37095
P0A7B0	IPYR_ECO57	reviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa Z5837 ECs5204	Escherichia coli O157:H7	176	P17288
P0A7A9	IPYR_ECOLI	reviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa b4226 JW4185	Escherichia coli (strain K12)	176	P17288
P07012	RF2_ECOLI	reviewed	Peptide chain release factor RF2 (RF-2)	prfB supK b2891 JW5847	Escherichia coli (strain K12)	365	P07012
Q46863	YGIS_ECOLI	reviewed	Probable deoxycholate-binding periplasmic protein YgiS	ygiS b3020 JW2988	Escherichia coli (strain K12)	535	Q46863
P0A861	TPIS_SHIFL	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi SF3997 S3750	Shigella flexneri	255	P04790
P0A860	TPIS_ECO57	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi Z5464 ECs4844	Escherichia coli O157:H7	255	P04790
P0A858	TPIS_ECOLI	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi b3919 JW3890	Escherichia coli (strain K12)	255	P04790
P0A859	TPIS_ECOL6	reviewed	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi c4871	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	255	P04790
P09151	LEU1_ECOLI	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA b0074 JW0073	Escherichia coli (strain K12)	523	P09151
P23874	HIPA_ECOLI	reviewed	Serine/threonine-protein kinase toxin HipA (Ser/Thr-protein kinase HipA) (EC 2.7.11.1) (Toxin HipA)	hipA b1507 JW1500	Escherichia coli (strain K12)	440	P23874
P0A9B0	FUR_ECOL6	reviewed	Ferric uptake regulation protein (Ferric uptake regulator)	fur c0770	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	148	P06975
P0A9B1	FUR_ECO57	reviewed	Ferric uptake regulation protein (Ferric uptake regulator)	fur Z0831 ECs0714	Escherichia coli O157:H7	148	P06975
P0A9A9	FUR_ECOLI	reviewed	Ferric uptake regulation protein (Ferric uptake regulator)	fur b0683 JW0669	Escherichia coli (strain K12)	148	P06975
P17952	MURC_ECOLI	reviewed	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC b0091 JW0089	Escherichia coli (strain K12)	491	P17952
P0A8M8	YEEX_ECO57	reviewed	UPF0265 protein YeeX	yeeX Z3168 ECs2809	Escherichia coli O157:H7	109	P76367
P0A8M9	YEEX_SHIFL	reviewed	UPF0265 protein YeeX	yeeX SF2067 S2177	Shigella flexneri	109	P76367
P0A8M6	YEEX_ECOLI	reviewed	UPF0265 protein YeeX	yeeX b2007 JW1989	Escherichia coli (strain K12)	109	P76367
P0A8M7	YEEX_ECOL6	reviewed	UPF0265 protein YeeX	yeeX c2534	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	109	P76367
P0AGJ6	YFIF_ECO57	reviewed	Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-)	yfiF Z3865 ECs3447	Escherichia coli O157:H7	345	P33635
P0AGJ5	YFIF_ECOLI	reviewed	Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-)	yfiF b2581 JW2565	Escherichia coli (strain K12)	345	P33635
P0ABC8	HFLK_ECO57	reviewed	Protein HflK	hflK Z5781 ECs5150	Escherichia coli O157:H7	419	P25662
P0ABC7	HFLK_ECOLI	reviewed	Modulator of FtsH protease HflK	hflK hflA b4174 JW4132	Escherichia coli (strain K12)	419	P25662
P0AEJ2	ENTC_ECOLI	reviewed	Isochorismate synthase EntC (EC 5.4.4.2) (Isochorismate mutase)	entC b0593 JW0585	Escherichia coli (strain K12)	391	P10377
P0AEJ3	ENTC_ECO57	reviewed	Isochorismate synthase EntC (EC 5.4.4.2) (Isochorismate mutase)	entC Z0735 ECs0632	Escherichia coli O157:H7	391	P10377
P0A9B8	E4PD_ECO57	reviewed	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	epd Z4266 ECs3798	Escherichia coli O157:H7	339	P11603
P0A9B9	E4PD_SHIFL	reviewed	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	epd SF2911.1 S3112	Shigella flexneri	339	P11603
P0A9B6	E4PD_ECOLI	reviewed	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	epd gapB b2927 JW2894	Escherichia coli (strain K12)	339	P11603
P0A9B7	E4PD_ECOL6	reviewed	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	epd c3505	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	339	P11603
P60560	GUAC_ECOLI	reviewed	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC b0104 JW0101	Escherichia coli (strain K12)	347	P60560
P0A7N8	RL32_SHIFL	reviewed	50S ribosomal protein L32	rpmF SF1093 S1173	Shigella flexneri	57	P02435
P0A7N6	RL32_SALTY	reviewed	50S ribosomal protein L32	rpmF STM1191	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	57	P02435
P0A7N7	RL32_SALTI	reviewed	50S ribosomal protein L32	rpmF STY1230 t1729	Salmonella typhi	57	P02435
P0A7N4	RL32_ECOLI	reviewed	50S ribosomal protein L32 (Large ribosomal subunit protein bL32)	rpmF b1089 JW1075	Escherichia coli (strain K12)	57	P02435
P0A7N5	RL32_ECO57	reviewed	50S ribosomal protein L32	rpmF Z1728 ECs1467	Escherichia coli O157:H7	57	P02435
P0A9W6	IBAG_ECOLI	reviewed	Acid stress protein IbaG	ibaG yrbA b3190 JW3157	Escherichia coli (strain K12)	84	P43781
P0A9W7	IBAG_ECOL6	reviewed	Acid stress protein IbaG	ibaG yrbA c3948	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	84	P43781
P0A9W8	IBAG_SHIFL	reviewed	Acid stress protein IbaG	ibaG yrbA SF3230 S3448	Shigella flexneri	84	P43781
P15028	FECB_ECOLI	reviewed	Fe(3+) dicitrate-binding periplasmic protein (Iron(III) dicitrate-binding periplasmic protein)	fecB b4290 JW4250	Escherichia coli (strain K12)	300	P15028
P0ACQ5	OXYR_ECOL6	reviewed	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR c4922	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	305	P11721
P0ACQ6	OXYR_ECO57	reviewed	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR Z5519 ECs4890	Escherichia coli O157:H7	305	P11721
P0ACQ4	OXYR_ECOLI	reviewed	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR momR mor b3961 JW3933	Escherichia coli (strain K12)	305	P11721
P0AAC9	ISCA_ECOL6	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA c3053	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	107	P36539
P0AAC8	ISCA_ECOLI	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA yfhF b2528 JW2512	Escherichia coli (strain K12)	107	P36539
P0AAD0	ISCA_ECO57	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA Z3795 ECs3394	Escherichia coli O157:H7	107	P36539
P0AAD1	ISCA_SHIFL	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA SF2575 S2747	Shigella flexneri	107	P36539
P0A9M3	HPRT_ECOL6	reviewed	Hypoxanthine phosphoribosyltransferase (HPRT) (EC 2.4.2.8)	hpt c0154	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	178	P36766
P0A9M4	HPRT_SHIFL	reviewed	Hypoxanthine phosphoribosyltransferase (HPRT) (EC 2.4.2.8)	hpt SF0122 S0124	Shigella flexneri	178	P36766
P0A9M2	HPRT_ECOLI	reviewed	Hypoxanthine phosphoribosyltransferase (HPRT) (EC 2.4.2.8)	hpt b0125 JW5009	Escherichia coli (strain K12)	178	P36766
P12281	MOEA_ECOLI	reviewed	Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1)	moeA bisB chlE narE b0827 JW0811	Escherichia coli (strain K12)	411	P12281
P0AEN1	FRE_ECOLI	reviewed	NAD(P)H-flavin reductase (EC 1.16.1.3) (EC 1.5.1.41) (Aquacobalamin reductase) (FMN reductase) (Ferrisiderophore reductase C) (NAD(P)H:flavin oxidoreductase) (Riboflavin reductase [NAD(P)H])	fre fadI flrD fsrC ubiB b3844 JW3820	Escherichia coli (strain K12)	233	P23486
P0AEN2	FRE_ECOL6	reviewed	NAD(P)H-flavin reductase (EC 1.16.1.3) (EC 1.5.1.41) (Aquacobalamin reductase) (FMN reductase) (Ferrisiderophore reductase C) (NAD(P)H:flavin oxidoreductase) (Riboflavin reductase [NAD(P)H])	fre ubiB c4791	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	233	P23486
P0AEN3	FRE_ECO57	reviewed	NAD(P)H-flavin reductase (EC 1.16.1.3) (EC 1.5.1.41) (Aquacobalamin reductase) (FMN reductase) (Ferrisiderophore reductase C) (NAD(P)H:flavin oxidoreductase) (Riboflavin reductase [NAD(P)H])	fre ubiB Z5365 ECs4772	Escherichia coli O157:H7	233	P23486
P08957	T1MK_ECOLI	reviewed	Type I restriction enzyme EcoKI M protein (M.EcoKI) (EC 2.1.1.72)	hsdM hsm b4349 JW4312	Escherichia coli (strain K12)	529	P08957
P0C039	PPNP_ECO57	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase)	ppnP Z0487 ECs0441	Escherichia coli O157:H7	94	P36768
P0C038	PPNP_ECOL6	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase)	ppnP c0499	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	94	P36768
P0C037	PPNP_ECOLI	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.1) (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase)	ppnP yaiE b0391 JW0382	Escherichia coli (strain K12)	94	P36768
P0C040	PPNP_SHIFL	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase)	ppnP SF0327 S0335	Shigella flexneri	94	P36768
P0ACF6	DBHB_ECO57	reviewed	DNA-binding protein HU-beta (HU-1) (NS1)	hupB Z0547 ECs0494	Escherichia coli O157:H7	90	P02341
